ArrayExpress ID	GEO ID	Experiment Type	Evaluation State	Study Type	Curation State	Variables
E-GEOD-77689	GSE77689	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77630	GSE77630	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77479	GSE77479	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3608	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-77001	GSE77001	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-76945	GSE76945	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-64760	GSE64760	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72128	GSE72128	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73973	GSE73973	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67870	GSE67870	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-76660	GSE76660	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71749	GSE71749	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-76512	GSE76512	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73717	GSE73717	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75993	GSE75993	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73594	GSE73594	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70732	GSE70732	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70588	GSE70588	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69670	GSE69670	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65098	GSE65098	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-57048	GSE57048	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75613	GSE75613	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72722	GSE72722	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70384	GSE70384	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-64945	GSE64945	transcription profiling by array	Yes	Baseline	Done	anatomical structure|developmental stage
E-GEOD-63023	GSE63023	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-58463	GSE58463	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-57150	GSE57150	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3428	None	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-53972	GSE53972	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-40124	GSE40124	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-40085	GSE40085	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-64556	GSE64556	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-42974	GSE42974	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75996	GSE75996	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75805	GSE75805	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75924	GSE75924	transcription profiling by array	Yes	Differential	Done	genotype
E-GEOD-68915	GSE68915	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66366	GSE66366	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63576	GSE63576	RNA-Seq	Yes	Baseline	Done	single cell variation
E-GEOD-73715	GSE73715	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75564	GSE75564	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63948	GSE63948	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-37471	GSE37471	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75730	GSE75730	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75709	GSE75709	transcription profiling by array	Yes	Differential	Done	genotype
E-GEOD-75388	GSE75388	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75318	GSE75318	RNA-Seq	Yes	Baseline	Done	anatomical structure
E-GEOD-68515	GSE68515	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-75047	GSE75047	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66880	GSE66880	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72133	GSE72133	transcription profiling by array	Yes	Baseline	Done	anatomical structure
E-GEOD-73552	GSE73552	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73287	GSE73287	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73286	GSE73286	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69889	GSE69889	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67229	GSE67229	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-2958	None	RNA-Seq	Yes	Baseline	Done	anatomical structure|developmental stage
E-GEOD-70788	GSE70788	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70563	GSE70563	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69853	GSE69853	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67009	GSE67009	RNA-Seq	Yes	Baseline	Done	age|developmental stage
E-GEOD-64441	GSE64441	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73507	GSE73507	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73505	GSE73505	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73503	GSE73503	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73468	GSE73468	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-73381	GSE73381	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66931	GSE66931	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3526	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69117	GSE69117	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67287	GSE67287	transcription profiling by array	Yes	Baseline	Done	age|anatomical structure
E-GEOD-62556	GSE62556	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-57233	GSE57233	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74517	GSE74517	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74400	GSE74400	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-74463	GSE74463	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69221	GSE69221	RNA-Seq	Yes	Baseline	Done	age|developmental stage
E-GEOD-61728	GSE61728	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67541	GSE67541	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-61652	GSE61652	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3820	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72658	GSE72658	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-47133	GSE47133	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-2895	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-57516	GSE57516	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-1265	None	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72563	GSE72563	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72562	GSE72562	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70527	GSE70527	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67989	GSE67989	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-61449	GSE61449	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-41246	GSE41246	RNA-Seq	Yes	Baseline	Done	anatomical structure
E-GEOD-71706	GSE71706	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70440	GSE70440	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-60451	GSE60451	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72261	GSE72261	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-72248	GSE72248	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-40023	GSE40023	transcription profiling by array	Yes	Baseline	Done	time of day
E-GEOD-62023	GSE62023	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70198	GSE70198	RNA-Seq	Yes	Baseline	Done	anatomical structure
E-GEOD-41082	GSE41082	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-40190	GSE40190	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-61583	GSE61583	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-62396	GSE62396	transcription profiling by array	Yes	Differential	Done	anatomical structure|developmental stage|genotype
E-GEOD-60685	GSE60685	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71385	GSE71385	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68725	GSE68725	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68724	GSE68724	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68723	GSE68723	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-59956	GSE59956	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68890	GSE68890	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70197	GSE70197	RNA-Seq	Yes	Baseline	Done	anatomical structure
E-GEOD-70892	GSE70892	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65506	GSE65506	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71322	GSE71322	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71246	GSE71246	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71285	GSE71285	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-71174	GSE71174	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70731	GSE70731	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70659	GSE70659	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69102	GSE69102	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67556	GSE67556	RNA-Seq	Yes	Baseline	Done	age|mouse strain|sex
E-GEOD-58639	GSE58639	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67077	GSE67077	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-43014	GSE43014	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-12480	GSE12480	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66454	GSE66454	transcription profiling by array	Yes	Baseline	Done	anatomical structure
E-GEOD-59423	GSE59423	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-48195	GSE48195	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70298	GSE70298	transcription profiling by array	Yes	Baseline	Done	developmental stage
E-GEOD-65352	GSE65352	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-61751	GSE61751	transcription profiling by array	Yes	Baseline	Done	developmental stage
E-GEOD-70213	GSE70213	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70216	GSE70216	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-70134	GSE70134	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-62263	GSE62263	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65348	GSE65348	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67964	GSE67964	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-61908	GSE61908	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69761	GSE69761	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69374	GSE69374	RNA-Seq	Yes	Baseline	Done	mouse strain
E-GEOD-60933	GSE60933	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-47093	GSE47093	RNA-Seq	Yes	Differential	Done	anatomical structure|genotype
E-GEOD-51203	GSE51203	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-51202	GSE51202	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3517	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-58733	GSE58733	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-56337	GSE56337	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-64138	GSE64138	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-58286	GSE58286	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-69018	GSE69018	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63472	GSE63472	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-58154	GSE58154	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68961	GSE68961	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68829	GSE68829	transcription profiling by array	Yes	Differential	Done	developmental stage|genotype
E-GEOD-57984	GSE57984	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68748	GSE68748	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68745	GSE68745	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-44103	GSE44103	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68675	GSE68675	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63166	GSE63166	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65976	GSE65976	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-60012	GSE60012	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65500	GSE65500	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63025	GSE63025	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-58191	GSE58191	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-59415	GSE59415	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67658	GSE67658	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67610	GSE67610	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-57108	GSE57108	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65926	GSE65926	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-68169	GSE68169	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66686	GSE66686	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-62405	GSE62405	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-46264	GSE46264	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67904	GSE67904	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66870	GSE66870	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66791	GSE66791	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-60375	GSE60375	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67780	GSE67780	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67707	GSE67707	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67683	GSE67683	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63909	GSE63909	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-2635	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63772	GSE63772	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-60905	GSE60905	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-59119	GSE59119	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67575	GSE67575	transcription profiling by array	Yes	Baseline	Done	developmental stage
E-GEOD-67169	GSE67169	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66965	GSE66965	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-60078	GSE60078	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63342	GSE63342	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-59141	GSE59141	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-67391	GSE67391	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-63643	GSE63643	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-59254	GSE59254	RNA-Seq	Yes	Baseline	Done	anatomical structure|developmental stage
E-GEOD-59252	GSE59252	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-2950	None	RNA-Seq	Yes	Baseline	Done	developmental stage
E-MTAB-3248	None	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66730	GSE66730	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66696	GSE66696	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66547	GSE66547	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66658	GSE66658	transcription profiling by array	Yes	Baseline	Done	age|mouse strain
E-MTAB-3170	None	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65686	GSE65686	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-66440	GSE66440	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-59148	GSE59148	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-54531	GSE54531	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-61640	GSE61640	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-61100	GSE61100	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-60769	GSE60769	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-64960	GSE64960	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-60731	GSE60731	RNA-Seq	Yes	Baseline	Done	age
E-GEOD-61991	GSE61991	RNA-Seq	Yes	Baseline	Done	age|anatomical structure|developmental stage|species
E-GEOD-62536	GSE62536	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-MTAB-3333	None	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65997	GSE65997	transcription profiling by array	Yes	Baseline	Done	mouse strain|sex
E-GEOD-55203	GSE55203	transcription profiling by array	Yes	Not Curated	Not Done	Not Curated
E-GEOD-55188	GSE55188	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
E-GEOD-65929	GSE65929	RNA-Seq	Yes	Not Curated	Not Done	Not Curated
